BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"","оя-0182","Коротков, Н. Н.; Рождественский, Ю. В.; Сердюченко, Г. П.; Солнцев, В. М.","Китайский язык","",,,"","",1961,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0183","Крупа, В.","Язык маори","",,,"","",1967,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0184","Крус, М.; Шкарбан, Л. И.","Тагальский язык","",,,"","",1966,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0185","Курдоев, К. К.","Курдский язык","",,,"","",1961,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0186","Кямилев, С. Х.","Марокканский диалект арабского языка","",,,"","",1968,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0187","Липин, Л. А.","Аккадский язык","",,,"","",1968,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0188","Мазур, Ю. А.","Корейский язык","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0189","Ньун, Маун Маун; Орлова, И. А.; Пузицкий, Е. В.; Тагунова, И. М.","Бирманский язык","",,,"","",1963,"М.","2экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0190","Меликишвили, Г. А.","Урартский язык","",,,"","",1964,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0191","Миронов, С. А.","Язык африкаанс","",,,"","",1969,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0192","Морев, Л. Н.; Плам, Ю. Я.; Фомичева, М. Ф.","Тайский язык","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0193","Мячина, Е. Н.","Язык суахили","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0194","Наджип, Э. Н.","Современный уйгурский язык","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0195","Насилов, В. М.","Древнеуйгурский язык","",,,"","",1963,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0196","Насилов, В. М.","Язык орхоно-енисейских памятников","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0197","Оранский, И. М.","Иранские языки","",,,"","",1963,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0198","Охотина, Н. В.","Язык зулу","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0199","Пахалина, Т. Н.","Памирские языки","",,,"","",1969,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0200","Петруничева, З. Н.","Язык телугу","",,,"","",1960,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0201","Пузицкий, Е. В.","Качинский язык","",,,"","",1968,"М.","4 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0202","Рерих, Ю. Н.","Тибетский язык","",,,"","",1961,"М.","3 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0203","Рубинчик, Ю. А.","Современный персидский язык","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0204","Савельева, Л. В.","Язык гуджарати","",,,"","",1965,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0205","Санжеев, Г. Д.","Современный монгольский язык","",,,"","",1959,"М.","3 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0206","Санжеев, Г. Д.","Старописьменный монгольский язык","",,,"","",1964,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0207","Сегерт, С.","Угаритский язык","",,,"","",1965,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0208","Секхар, Ч.; Глазов, Ю. Я.","Язык малаялам","",,,"","",1961,"М.","3 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0209","Сердюченко, Г. П.","Чжуанский язык","",,,"","",1961,"М.","4 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0210","Смирнова, И. А.","Язык хаусу","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0211","Солнцев, В. М.; Лекомцев, Ю. К.; Мхитарян, Т. Т.; Глебова, И. И.","Вьетнамский язык","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0212","Старинин, В. П.","Эфиопский язык","",,,"","",1967,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0213","Тенишев, Э. Р.","Саларский язык","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0214","Теселкин, А. С.","Древне-яванский язык (кави)","",,,"","",1963,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0215","Теселкин, А. С.","Яванский язык","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0216","Токарская, В. П.","Язык малинке (мандинго)","",,,"","",1964,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0217","Толстая, Н. И.","Язык панджаби","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0218","Фельдман, Н. И.","Японский язык","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0219","Фролова, В. А.","Белуджский язык","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0220","Шарбатов, Г. Ш.","Современный арабский язык","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
